participantId,condition,phase,trialIndex,targetWord,typedWord,accuracy,reactionTimeMs,typingTimeMs,totalTimeMs,timestamp,baselineTypingSpeedMs,logReactionTime
p20,visual,experimental,20,zip,zip,1,744,248,992,2026-04-02T19:42:25.450Z,391.73333333333335,6.612041034833092
p22,visual,experimental,6,cup,cup,1,682,488,1170,2026-04-02T20:53:24.932Z,610.7,6.525029657843462
p22,visual,experimental,7,red,red,1,687,300,987,2026-04-02T20:53:27.931Z,610.7,6.532334292222349
p22,visual,experimental,8,box,box,1,724,356,1080,2026-04-02T20:53:31.023Z,610.7,6.584791392385716
p22,visual,experimental,9,pen,pen,1,661,354,1015,2026-04-02T20:53:34.047Z,610.7,6.493753839851686
p22,visual,experimental,10,top,top,1,633,341,974,2026-04-02T20:53:37.034Z,610.7,6.450470422144176
p22,visual,experimental,11,map,map,1,733,364,1098,2026-04-02T20:53:40.147Z,610.7,6.597145701886651
p22,visual,experimental,12,bed,bed,1,644,363,1007,2026-04-02T20:53:43.166Z,610.7,6.467698726104354
p22,visual,experimental,13,log,lg,0,679,526,1205,2026-04-02T20:53:46.380Z,610.7,6.520621127558696
p22,visual,experimental,14,fin,fin,1,917,330,1247,2026-04-02T20:53:49.642Z,610.7,6.821107472256465
p22,visual,experimental,15,jam,jam,1,823,325,1148,2026-04-02T20:53:52.806Z,610.7,6.71295620067707
p22,visual,experimental,16,net,net,1,663,356,1018,2026-04-02T20:53:55.829Z,610.7,6.496774990185863
p22,visual,experimental,17,pin,pin,1,682,1140,1822,2026-04-02T20:53:59.662Z,610.7,6.525029657843462
p22,visual,experimental,18,rug,rug,1,653,652,1305,2026-04-02T20:54:02.981Z,610.7,6.481577129276431
p22,visual,experimental,19,van,van,1,729,306,1035,2026-04-02T20:54:06.027Z,610.7,6.591673732008658
p22,visual,experimental,20,zip,zip,1,819,414,1233,2026-04-02T20:54:09.266Z,610.7,6.70808408385307
